title,link,company,summary
Full Stack Node Software Engineer,https://www.seek.com.au/job/39101447?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,News Corp Australia,6 months contract with view to extend  Located in Surry Hills and close to Central Train Station  Australia's most influential media organisation
Software Engineer,https://www.seek.com.au/job/39090192?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,MANTECH INTERNATIONAL SYSTEMS RECRUITMENT,"C++, Python and/or C# Software Engineer keen to make their mark on the world within the FinTech Trading space."
Software Engineer - C# WPF,https://www.seek.com.au/job/39092741?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,MCS Consulting,"Work one-on-one with an architect to support this smart-grid company! No repetition, heaps of variety."
Node.js Software Engineer - Contract - up to $900 per day,https://www.seek.com.au/job/39090993?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Evolution Recruitment Solutions Pty Ltd,Snr. Node.js Software Engineer required for a fast growing FinTech disruptor to push the technical boundaries of industry vertical. 6+ month contract
Software Engineer,https://www.seek.com.au/job/39098193?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Federation University Australia,"-	Full-time, fixed-term appointments in Ballarat
-	$84,752 to $91,739 p.a. plus 17% superannuation
-	Digital monitoring project"
Software Engineer,https://www.seek.com.au/job/39026261?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,SignIQ,"SignIQ is seeking a Python developer to join our operations team. This team is responsible for our up-time, deployments, automation and more."
Software Engineer,https://www.seek.com.au/job/39110360?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Appstablishment Software Development Pty  Ltd,"Long-term full-stack web-specialist Software Engineer role in a West Leederville based software company, delivering products to a world market."
Software Engineer - Payments,https://www.seek.com.au/job/39082099?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Zip Co Ltd,Zip are currently experiencing an exciting period of exponential growth and are scaling our Tech team and looking for a Software Engineer to join us!
System and Software Engineer - Safety Management,https://www.seek.com.au/job/39101964?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Whizdom,Seeking a System and Software Engineer for a 12 month contract with an ongoing client
Software Automation Engineer | Sydney | Permanent,https://www.seek.com.au/job/39074336?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Sirius Technology Sydney part of Sirius People Pty Ltd,"Permanent Software Automation Engineer needed for role in Sydney. C#, .Net."
Software Engineer,https://www.seek.com.au/job/39105719?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Numinous,Well-funded start-up. In-house built AI products. Recent large enterprise wins. Resource to help build tools and scale underlying AWS platform
Software Development Team Leader (C++),https://www.seek.com.au/job/39097743?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Talenza,Software Team Leader - C++ - ASX Top 50 Company - Western Sydney
Software Engineer,https://www.seek.com.au/job/39058204?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Interpro - VIC,Software Engineer - C/C++ - Windows based - GIS - ETL processes - Telecoms
Software Engineer,https://www.seek.com.au/job/39092507?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Finite IT Recruitment Solutions,Chance for a skilled developer to work on an extremely high profile project using the latest technology.
Senior Software Engineer,https://www.seek.com.au/job/39109004?type=standard&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Progressive,Great new opportunity for a Software Engineer to join an innovative e-commerce organisation in the Sydney CBD.
Software Engineer,https://www.seek.com.au/job/39095933?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Suncorp,As a Software Engineer you will work alongside a team of Analysts and other Software Engineers in an Agile team delivering high quality solutions.
Software Engineer - Java / Node.js,https://www.seek.com.au/job/39094933?type=standout&searchrequesttoken=e1aca148-4392-4648-aec2-8290dbfc0421,Lendi,Software Engineers with proficiency in Java & Node.JS - we are hiring! Read on for more information.
Software Engineer or Developer - Modelling and Simulation,https://www.seek.com.au/job/39079998?type=promoted&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,YTEK Pty Ltd,UNIQUE opportunity for suitable Software Engineer with Modelling and Simulation experience and Security Clearance
Software Engineer - Java / Node.js,https://www.seek.com.au/job/39094933?type=promoted&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Lendi,Software Engineers with proficiency in Java & Node.JS - we are hiring! Read on for more information.
Graduate Software Engineer in Test,https://www.seek.com.au/job/39091835?type=standout&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Deswik (Australia),Write software that tests software. Contribute directly to the quality + reliability of the Deswik.Suite.  Highly technical role. Agile environment.
Lead Software Engineer - Fintech,https://www.seek.com.au/job/39093843?type=standard&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Bluefin Resources Pty Limited,Experienced Lead .NET Software Engineer required for a Permanent role by a rapidly growing start up.
Software Engineer,https://www.seek.com.au/job/39074435?type=standout&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Leidos Australia Pty Ltd,"At Leidos Australia, our aim is to make the world a safer, healthier and more efficient place, but we won’t get far using existing ideas."
Senior Software Engineer - Java,https://www.seek.com.au/job/39111019?type=standout&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,The Onset,Award winning SaaS travel tech business is looking for a Senior Software Engineer to join their growing team.
Senior UI Engineer - Exciting Global Software Company,https://www.seek.com.au/job/39108482?type=standard&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Kaliba Pty Ltd,"As an absolute market leader in their field, this software vendor has been growing year on year on a global scale due to their strong..."
Graduate C# Software Engineer,https://www.seek.com.au/job/39077496?type=standard&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,en world Australia,"New opening for graduate C# software engineer with sockets / multithreading / SQL skills. Work with industrial robots, wireless, M2M technologies.​"
Software Engineer,https://www.seek.com.au/job/39088264?type=standard&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Chandler Macleod Group,"Work with the latest, cutting-edge technologies with this international Client! Seeking C++ Software Engineers to be based out of the Brisbane CBD."
Graduate Software Engineer,https://www.seek.com.au/job/39083985?type=standard&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Robert Walters,Looking for a Graduate Software Engineer to join a top tier global bank to help with the automation of their IT operations and systems.
Graduate Software Engineer,https://www.seek.com.au/job/39007615?type=standard&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,Robert Walters,Robert Walters have partnered exclusively with a well established and global software organisation to recruit an additional graduate software engineer
Software Engineer,https://www.seek.com.au/job/39067865?type=standout&searchrequesttoken=0ac638ab-d61a-40aa-a997-b2927688e90a,The Onset,"Take advantage of the career progression, stability and complex work as you design and develop Naval simulators in C++."
